id,node_name,resource_name,value,unit,pos_x,pos_y,pos_z,timestamp,time_of_collection,seconds_in_day,timestamp_unix,time_of_collection_unix,relative_position
31632,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 03:16,04-03-2016 03:22,12124,1459646184,1459646524,office A
31633,SGoBs5,illuminance at SGoBs5,131,lux,2.4,4.05,0,04-03-2016 03:38,04-03-2016 03:42,13324,1459647508,1459647724,office B
31634,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-03-2016 03:41,04-03-2016 03:42,13324,1459647698,1459647724,office B
31635,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-03-2016 03:40,04-03-2016 03:42,13324,1459647608,1459647724,office A
31636,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 03:38,04-03-2016 03:42,13324,1459647503,1459647724,office A
31637,SGoAs4,illuminance at SGoAs4,118,lux,2.4,13.55,3.9,04-03-2016 03:41,04-03-2016 03:42,13324,1459647677,1459647724,office A
31638,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-03-2016 03:36,04-03-2016 03:42,13324,1459647387,1459647724,office A
31639,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-03-2016 03:36,04-03-2016 03:42,13324,1459647388,1459647724,office A
31640,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 03:36,04-03-2016 03:42,13325,1459647362,1459647725,office A
31641,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 04:00,04-03-2016 04:02,14525,1459648840,1459648925,office B
31642,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 03:57,04-03-2016 04:02,14525,1459648677,1459648925,office B
31643,SGoAs6,illuminance at SGoAs6,125,lux,2.4,9.05,1.45,04-03-2016 04:00,04-03-2016 04:02,14525,1459648815,1459648925,office A
31644,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-03-2016 03:57,04-03-2016 04:02,14525,1459648630,1459648925,office A
31645,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 03:58,04-03-2016 04:02,14525,1459648725,1459648925,office A
31646,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-03-2016 03:59,04-03-2016 04:02,14525,1459648772,1459648925,office A
31647,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-03-2016 03:56,04-03-2016 04:02,14525,1459648612,1459648925,office A
31648,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-03-2016 03:54,04-03-2016 04:02,14526,1459648486,1459648926,office A
31649,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 04:19,04-03-2016 04:22,15726,1459649975,1459650126,office B
31650,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 04:18,04-03-2016 04:22,15726,1459649938,1459650126,office B
31651,SGoAs6,illuminance at SGoAs6,131,lux,2.4,9.05,1.45,04-03-2016 04:19,04-03-2016 04:22,15726,1459649958,1459650126,office A
31652,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 04:20,04-03-2016 04:22,15726,1459650045,1459650126,office A
31653,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-03-2016 04:17,04-03-2016 04:22,15726,1459649858,1459650126,office A
31654,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-03-2016 04:18,04-03-2016 04:22,15726,1459649912,1459650126,office A
31655,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-03-2016 04:20,04-03-2016 04:22,15726,1459650053,1459650126,office A
31656,SGoAs1,illuminance at SGoAs1,120,lux,2.4,11.55,0,04-03-2016 04:20,04-03-2016 04:22,15726,1459650003,1459650126,office A
31657,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 04:36,04-03-2016 04:42,16927,1459650989,1459651327,office B
31658,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 04:39,04-03-2016 04:42,16927,1459651165,1459651327,office B
31659,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-03-2016 04:36,04-03-2016 04:42,16927,1459650978,1459651327,office A
31660,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 04:36,04-03-2016 04:42,16927,1459650965,1459651327,office A
31661,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-03-2016 04:35,04-03-2016 04:42,16927,1459650939,1459651327,office A
31662,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-03-2016 04:37,04-03-2016 04:42,16927,1459651042,1459651327,office A
31663,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-03-2016 04:40,04-03-2016 04:42,16927,1459651256,1459651327,office A
31664,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 04:41,04-03-2016 04:42,16927,1459651271,1459651327,office A
31665,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 04:56,04-03-2016 05:02,18128,1459652190,1459652528,office B
31666,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 04:56,04-03-2016 05:02,18128,1459652174,1459652528,office B
31667,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-03-2016 05:00,04-03-2016 05:02,18128,1459652432,1459652528,office A
31668,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-03-2016 04:59,04-03-2016 05:02,18128,1459652377,1459652528,office A
31669,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 05:00,04-03-2016 05:02,18128,1459652427,1459652528,office A
31670,SGoAs3,illuminance at SGoAs3,150,lux,2.4,17.6,1.45,04-03-2016 05:01,04-03-2016 05:02,18128,1459652467,1459652528,office A
31671,SGoAs2,illuminance at SGoAs2,91,lux,2.4,13.55,0,04-03-2016 04:57,04-03-2016 05:02,18128,1459652237,1459652528,office A
31672,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 04:58,04-03-2016 05:02,18128,1459652302,1459652528,office A
31673,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 05:16,04-03-2016 05:22,19329,1459653364,1459653729,office B
31674,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 05:19,04-03-2016 05:22,19329,1459653562,1459653729,office B
31675,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-03-2016 05:18,04-03-2016 05:22,19329,1459653485,1459653729,office A
31676,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 05:18,04-03-2016 05:22,19329,1459653498,1459653729,office A
31677,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 05:19,04-03-2016 05:22,19329,1459653590,1459653729,office A
31678,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-03-2016 05:17,04-03-2016 05:22,19329,1459653433,1459653729,office A
31679,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-03-2016 05:19,04-03-2016 05:22,19329,1459653562,1459653729,office A
31680,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 05:21,04-03-2016 05:22,19329,1459653672,1459653729,office A
31681,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 05:36,04-03-2016 05:42,20530,1459654606,1459654930,office B
31682,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-03-2016 05:41,04-03-2016 05:42,20530,1459654862,1459654930,office B
31683,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-03-2016 05:40,04-03-2016 05:42,20530,1459654841,1459654930,office A
31684,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 05:30,04-03-2016 05:42,20530,1459654204,1459654930,office A
31685,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 05:37,04-03-2016 05:42,20530,1459654663,1459654930,office A
31686,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-03-2016 05:41,04-03-2016 05:42,20530,1459654871,1459654930,office A
31687,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-03-2016 05:39,04-03-2016 05:42,20530,1459654755,1459654930,office A
31688,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-03-2016 05:39,04-03-2016 05:42,20530,1459654761,1459654930,office A
31689,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 06:00,04-03-2016 06:02,21731,1459656026,1459656131,office B
31690,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 05:58,04-03-2016 06:02,21731,1459655913,1459656131,office B
31691,SGoAs6,illuminance at SGoAs6,131,lux,2.4,9.05,1.45,04-03-2016 06:00,04-03-2016 06:02,21731,1459656025,1459656131,office A
31692,SGoAs5,illuminance at SGoAs5,152,lux,2.4,11.55,3.9,04-03-2016 06:00,04-03-2016 06:02,21731,1459656007,1459656131,office A
31693,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 06:01,04-03-2016 06:02,21731,1459656061,1459656131,office A
31694,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-03-2016 05:57,04-03-2016 06:02,21731,1459655828,1459656131,office A
31695,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-03-2016 05:59,04-03-2016 06:02,21731,1459655941,1459656131,office A
31696,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 05:56,04-03-2016 06:02,21731,1459655784,1459656131,office A
31697,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 06:20,04-03-2016 06:22,22932,1459657228,1459657332,office B
31698,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-03-2016 06:17,04-03-2016 06:22,22932,1459657061,1459657332,office B
31699,SGoAs6,illuminance at SGoAs6,131,lux,2.4,9.05,1.45,04-03-2016 06:17,04-03-2016 06:22,22932,1459657061,1459657332,office A
31700,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 06:17,04-03-2016 06:22,22932,1459657077,1459657332,office A
31701,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-03-2016 06:07,04-03-2016 06:22,22932,1459656470,1459657332,office A
31702,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-03-2016 06:20,04-03-2016 06:22,22932,1459657239,1459657332,office A
31703,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-03-2016 06:18,04-03-2016 06:22,22932,1459657132,1459657332,office A
31704,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 06:21,04-03-2016 06:22,22932,1459657277,1459657332,office A
31705,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 06:37,04-03-2016 06:42,24133,1459658270,1459658533,office B
31706,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-03-2016 06:39,04-03-2016 06:42,24133,1459658376,1459658533,office B
31707,SGoAs6,illuminance at SGoAs6,128,lux,2.4,9.05,1.45,04-03-2016 06:37,04-03-2016 06:42,24133,1459658276,1459658533,office A
31708,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 06:36,04-03-2016 06:42,24133,1459658183,1459658533,office A
31709,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 06:40,04-03-2016 06:42,24133,1459658405,1459658533,office A
31710,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-03-2016 06:34,04-03-2016 06:42,24133,1459658092,1459658533,office A
31711,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-03-2016 06:37,04-03-2016 06:42,24133,1459658256,1459658533,office A
31712,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 06:38,04-03-2016 06:42,24133,1459658327,1459658533,office A
31713,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-03-2016 07:00,04-03-2016 07:02,25334,1459659649,1459659734,office B
31714,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-03-2016 07:00,04-03-2016 07:02,25334,1459659651,1459659734,office B
31715,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-03-2016 06:59,04-03-2016 07:02,25334,1459659560,1459659734,office A
31716,SGoAs5,illuminance at SGoAs5,152,lux,2.4,11.55,3.9,04-03-2016 06:54,04-03-2016 07:02,25334,1459659280,1459659734,office A
31717,SGoAs4,illuminance at SGoAs4,120,lux,2.4,13.55,3.9,04-03-2016 06:57,04-03-2016 07:02,25334,1459659455,1459659734,office A
31718,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-03-2016 06:58,04-03-2016 07:02,25334,1459659526,1459659734,office A
31719,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-03-2016 06:58,04-03-2016 07:02,25334,1459659528,1459659734,office A
31720,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-03-2016 06:56,04-03-2016 07:02,25334,1459659379,1459659734,office A
31721,SGoBs5,illuminance at SGoBs5,131,lux,2.4,4.05,0,04-03-2016 07:18,04-03-2016 07:22,26535,1459660738,1459660935,office B
31722,SGoBs4,illuminance at SGoBs4,127,lux,2.4,2.05,0,04-03-2016 07:17,04-03-2016 07:22,26535,1459660623,1459660935,office B
31723,SGoAs6,illuminance at SGoAs6,132,lux,2.4,9.05,1.45,04-03-2016 07:19,04-03-2016 07:22,26535,1459660750,1459660935,office A
31724,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-03-2016 07:20,04-03-2016 07:22,26535,1459660834,1459660935,office A
31725,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-03-2016 07:14,04-03-2016 07:22,26535,1459660499,1459660935,office A
31726,SGoAs3,illuminance at SGoAs3,151,lux,2.4,17.6,1.45,04-03-2016 07:21,04-03-2016 07:22,26535,1459660870,1459660935,office A
31727,SGoAs2,illuminance at SGoAs2,94,lux,2.4,13.55,0,04-03-2016 07:20,04-03-2016 07:22,26535,1459660837,1459660935,office A
31728,SGoAs1,illuminance at SGoAs1,124,lux,2.4,11.55,0,04-03-2016 07:20,04-03-2016 07:22,26535,1459660807,1459660935,office A
31729,SGoBs5,illuminance at SGoBs5,132,lux,2.4,4.05,0,04-03-2016 07:41,04-03-2016 07:42,27735,1459662083,1459662135,office B
31730,SGoBs4,illuminance at SGoBs4,128,lux,2.4,2.05,0,04-03-2016 07:38,04-03-2016 07:42,27736,1459661923,1459662136,office B
31731,SGoAs6,illuminance at SGoAs6,137,lux,2.4,9.05,1.45,04-03-2016 07:38,04-03-2016 07:42,27736,1459661888,1459662136,office A
31732,SGoAs5,illuminance at SGoAs5,162,lux,2.4,11.55,3.9,04-03-2016 07:41,04-03-2016 07:42,27736,1459662104,1459662136,office A
31733,SGoAs4,illuminance at SGoAs4,130,lux,2.4,13.55,3.9,04-03-2016 07:41,04-03-2016 07:42,27736,1459662098,1459662136,office A
31734,SGoAs3,illuminance at SGoAs3,161,lux,2.4,17.6,1.45,04-03-2016 07:40,04-03-2016 07:42,27736,1459662050,1459662136,office A
31735,SGoAs2,illuminance at SGoAs2,101,lux,2.4,13.55,0,04-03-2016 07:38,04-03-2016 07:42,27736,1459661897,1459662136,office A
31736,SGoAs1,illuminance at SGoAs1,125,lux,2.4,11.55,0,04-03-2016 07:36,04-03-2016 07:42,27736,1459661797,1459662136,office A
31737,SGoBs5,illuminance at SGoBs5,134,lux,2.4,4.05,0,04-03-2016 08:01,04-03-2016 08:02,28936,1459663293,1459663336,office B
31738,SGoBs4,illuminance at SGoBs4,135,lux,2.4,2.05,0,04-03-2016 07:56,04-03-2016 08:02,28937,1459662977,1459663337,office B
31739,SGoAs6,illuminance at SGoAs6,150,lux,2.4,9.05,1.45,04-03-2016 08:01,04-03-2016 08:02,28937,1459663284,1459663337,office A
31740,SGoAs5,illuminance at SGoAs5,148,lux,2.4,11.55,3.9,04-03-2016 08:01,04-03-2016 08:02,28937,1459663288,1459663337,office A
31741,SGoAs4,illuminance at SGoAs4,118,lux,2.4,13.55,3.9,04-03-2016 07:58,04-03-2016 08:02,28937,1459663136,1459663337,office A
31742,SGoAs3,illuminance at SGoAs3,157,lux,2.4,17.6,1.45,04-03-2016 08:00,04-03-2016 08:02,28937,1459663238,1459663337,office A
31743,SGoAs2,illuminance at SGoAs2,121,lux,2.4,13.55,0,04-03-2016 08:00,04-03-2016 08:02,28937,1459663217,1459663337,office A
31744,SGoAs1,illuminance at SGoAs1,135,lux,2.4,11.55,0,04-03-2016 08:01,04-03-2016 08:02,28937,1459663309,1459663337,office A
31745,SGoBs5,illuminance at SGoBs5,137,lux,2.4,4.05,0,04-03-2016 08:18,04-03-2016 08:22,30137,1459664306,1459664537,office B
31746,SGoBs4,illuminance at SGoBs4,138,lux,2.4,2.05,0,04-03-2016 08:20,04-03-2016 08:22,30138,1459664458,1459664538,office B
31747,SGoAs6,illuminance at SGoAs6,127,lux,2.4,9.05,1.45,04-03-2016 08:21,04-03-2016 08:22,30138,1459664494,1459664538,office A
31748,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-03-2016 08:20,04-03-2016 08:22,30138,1459664446,1459664538,office A
31749,SGoAs4,illuminance at SGoAs4,131,lux,2.4,13.55,3.9,04-03-2016 08:18,04-03-2016 08:22,30138,1459664314,1459664538,office A
31750,SGoAs3,illuminance at SGoAs3,165,lux,2.4,17.6,1.45,04-03-2016 08:19,04-03-2016 08:22,30138,1459664345,1459664538,office A
31751,SGoAs2,illuminance at SGoAs2,111,lux,2.4,13.55,0,04-03-2016 08:15,04-03-2016 08:22,30138,1459664135,1459664538,office A
31752,SGoAs1,illuminance at SGoAs1,141,lux,2.4,11.55,0,04-03-2016 08:15,04-03-2016 08:22,30138,1459664126,1459664538,office A
31753,SGoBs5,illuminance at SGoBs5,144,lux,2.4,4.05,0,04-03-2016 08:39,04-03-2016 08:42,31338,1459665544,1459665738,office B
31754,SGoBs4,illuminance at SGoBs4,131,lux,2.4,2.05,0,04-03-2016 08:38,04-03-2016 08:42,31339,1459665532,1459665739,office B
31755,SGoAs6,illuminance at SGoAs6,141,lux,2.4,9.05,1.45,04-03-2016 08:37,04-03-2016 08:42,31339,1459665475,1459665739,office A
31756,SGoAs5,illuminance at SGoAs5,167,lux,2.4,11.55,3.9,04-03-2016 08:39,04-03-2016 08:42,31339,1459665573,1459665739,office A
31757,SGoAs4,illuminance at SGoAs4,157,lux,2.4,13.55,3.9,04-03-2016 08:39,04-03-2016 08:42,31339,1459665560,1459665739,office A
31758,SGoAs3,illuminance at SGoAs3,180,lux,2.4,17.6,1.45,04-03-2016 08:36,04-03-2016 08:42,31339,1459665385,1459665739,office A
31759,SGoAs2,illuminance at SGoAs2,142,lux,2.4,13.55,0,04-03-2016 08:41,04-03-2016 08:42,31339,1459665675,1459665739,office A
31760,SGoAs1,illuminance at SGoAs1,130,lux,2.4,11.55,0,04-03-2016 08:34,04-03-2016 08:42,31339,1459665286,1459665739,office A
31761,SGoBs5,illuminance at SGoBs5,134,lux,2.4,4.05,0,04-03-2016 09:01,04-03-2016 09:02,32539,1459666863,1459666939,office B
31762,SGoBs4,illuminance at SGoBs4,150,lux,2.4,2.05,0,04-03-2016 09:01,04-03-2016 09:02,32539,1459666910,1459666939,office B
31763,SGoAs6,illuminance at SGoAs6,170,lux,2.4,9.05,1.45,04-03-2016 08:56,04-03-2016 09:02,32540,1459666585,1459666940,office A
31764,SGoAs5,illuminance at SGoAs5,188,lux,2.4,11.55,3.9,04-03-2016 08:57,04-03-2016 09:02,32540,1459666625,1459666940,office A
31765,SGoAs4,illuminance at SGoAs4,197,lux,2.4,13.55,3.9,04-03-2016 08:57,04-03-2016 09:02,32540,1459666645,1459666940,office A
31766,SGoAs3,illuminance at SGoAs3,212,lux,2.4,17.6,1.45,04-03-2016 08:58,04-03-2016 09:02,32540,1459666692,1459666940,office A
31767,SGoAs2,illuminance at SGoAs2,177,lux,2.4,13.55,0,04-03-2016 09:00,04-03-2016 09:02,32540,1459666834,1459666940,office A
31768,SGoAs1,illuminance at SGoAs1,164,lux,2.4,11.55,0,04-03-2016 09:01,04-03-2016 09:02,32540,1459666887,1459666940,office A
31769,SGoBs5,illuminance at SGoBs5,134,lux,2.4,4.05,0,04-03-2016 09:17,04-03-2016 09:22,33740,1459667855,1459668140,office B
31770,SGoBs4,illuminance at SGoBs4,154,lux,2.4,2.05,0,04-03-2016 09:19,04-03-2016 09:22,33740,1459667955,1459668140,office B
31771,SGoAs6,illuminance at SGoAs6,184,lux,2.4,9.05,1.45,04-03-2016 09:21,04-03-2016 09:22,33741,1459668117,1459668141,office A
31772,SGoAs5,illuminance at SGoAs5,200,lux,2.4,11.55,3.9,04-03-2016 09:19,04-03-2016 09:22,33741,1459667969,1459668141,office A
31773,SGoAs4,illuminance at SGoAs4,192,lux,2.4,13.55,3.9,04-03-2016 09:20,04-03-2016 09:22,33741,1459668055,1459668141,office A
31774,SGoAs3,illuminance at SGoAs3,228,lux,2.4,17.6,1.45,04-03-2016 09:19,04-03-2016 09:22,33741,1459667959,1459668141,office A
31775,SGoAs2,illuminance at SGoAs2,184,lux,2.4,13.55,0,04-03-2016 09:17,04-03-2016 09:22,33741,1459667842,1459668141,office A
31776,SGoAs1,illuminance at SGoAs1,168,lux,2.4,11.55,0,04-03-2016 09:18,04-03-2016 09:22,33741,1459667939,1459668141,office A
31777,SGoBs5,illuminance at SGoBs5,135,lux,2.4,4.05,0,04-03-2016 09:40,04-03-2016 09:42,34941,1459669216,1459669341,office B
31778,SGoBs4,illuminance at SGoBs4,155,lux,2.4,2.05,0,04-03-2016 09:38,04-03-2016 09:42,34941,1459669106,1459669341,office B
31779,SGoAs6,illuminance at SGoAs6,195,lux,2.4,9.05,1.45,04-03-2016 09:35,04-03-2016 09:42,34942,1459668938,1459669342,office A
31780,SGoAs5,illuminance at SGoAs5,204,lux,2.4,11.55,3.9,04-03-2016 09:41,04-03-2016 09:42,34942,1459669288,1459669342,office A
31781,SGoAs4,illuminance at SGoAs4,217,lux,2.4,13.55,3.9,04-03-2016 09:34,04-03-2016 09:42,34942,1459668877,1459669342,office A
31782,SGoAs3,illuminance at SGoAs3,235,lux,2.4,17.6,1.45,04-03-2016 09:39,04-03-2016 09:42,34942,1459669184,1459669342,office A
31783,SGoAs2,illuminance at SGoAs2,205,lux,2.4,13.55,0,04-03-2016 09:37,04-03-2016 09:42,34942,1459669035,1459669342,office A
31784,SGoAs1,illuminance at SGoAs1,174,lux,2.4,11.55,0,04-03-2016 09:40,04-03-2016 09:42,34942,1459669251,1459669342,office A
31785,SGoBs5,illuminance at SGoBs5,147,lux,2.4,4.05,0,04-03-2016 10:00,04-03-2016 10:02,36142,1459670450,1459670542,office B
31786,SGoBs4,illuminance at SGoBs4,180,lux,2.4,2.05,0,04-03-2016 09:58,04-03-2016 10:02,36142,1459670291,1459670542,office B
31787,SGoAs6,illuminance at SGoAs6,197,lux,2.4,9.05,1.45,04-03-2016 10:01,04-03-2016 10:02,36142,1459670480,1459670542,office A
31788,SGoAs5,illuminance at SGoAs5,230,lux,2.4,11.55,3.9,04-03-2016 09:55,04-03-2016 10:02,36143,1459670109,1459670543,office A
31789,SGoAs4,illuminance at SGoAs4,270,lux,2.4,13.55,3.9,04-03-2016 10:01,04-03-2016 10:02,36143,1459670473,1459670543,office A
31790,SGoAs3,illuminance at SGoAs3,304,lux,2.4,17.6,1.45,04-03-2016 09:57,04-03-2016 10:02,36143,1459670220,1459670543,office A
31791,SGoAs2,illuminance at SGoAs2,258,lux,2.4,13.55,0,04-03-2016 10:00,04-03-2016 10:02,36143,1459670413,1459670543,office A
31792,SGoAs1,illuminance at SGoAs1,210,lux,2.4,11.55,0,04-03-2016 09:59,04-03-2016 10:02,36143,1459670394,1459670543,office A
31793,SGoBs5,illuminance at SGoBs5,154,lux,2.4,4.05,0,04-03-2016 10:17,04-03-2016 10:22,37343,1459671440,1459671743,office B
31794,SGoBs4,illuminance at SGoBs4,194,lux,2.4,2.05,0,04-03-2016 10:16,04-03-2016 10:22,37343,1459671381,1459671743,office B
31795,SGoAs6,illuminance at SGoAs6,212,lux,2.4,9.05,1.45,04-03-2016 10:21,04-03-2016 10:22,37343,1459671717,1459671743,office A
31796,SGoAs5,illuminance at SGoAs5,228,lux,2.4,11.55,3.9,04-03-2016 10:19,04-03-2016 10:22,37344,1459671580,1459671744,office A
31797,SGoAs4,illuminance at SGoAs4,262,lux,2.4,13.55,3.9,04-03-2016 10:19,04-03-2016 10:22,37344,1459671545,1459671744,office A
31798,SGoAs3,illuminance at SGoAs3,302,lux,2.4,17.6,1.45,04-03-2016 10:21,04-03-2016 10:22,37344,1459671714,1459671744,office A
31799,SGoAs2,illuminance at SGoAs2,271,lux,2.4,13.55,0,04-03-2016 10:18,04-03-2016 10:22,37344,1459671499,1459671744,office A
31800,SGoAs1,illuminance at SGoAs1,205,lux,2.4,11.55,0,04-03-2016 10:15,04-03-2016 10:22,37344,1459671331,1459671744,office A
31801,SGoBs5,illuminance at SGoBs5,151,lux,2.4,4.05,0,04-03-2016 10:37,04-03-2016 10:42,38544,1459672623,1459672944,office B
31802,SGoBs4,illuminance at SGoBs4,182,lux,2.4,2.05,0,04-03-2016 10:37,04-03-2016 10:42,38544,1459672634,1459672944,office B
31803,SGoAs6,illuminance at SGoAs6,190,lux,2.4,9.05,1.45,04-03-2016 10:39,04-03-2016 10:42,38544,1459672778,1459672944,office A
31804,SGoAs5,illuminance at SGoAs5,232,lux,2.4,11.55,3.9,04-03-2016 10:39,04-03-2016 10:42,38544,1459672785,1459672944,office A
31805,SGoAs4,illuminance at SGoAs4,250,lux,2.4,13.55,3.9,04-03-2016 10:40,04-03-2016 10:42,38545,1459672857,1459672945,office A
31806,SGoAs3,illuminance at SGoAs3,290,lux,2.4,17.6,1.45,04-03-2016 10:36,04-03-2016 10:42,38545,1459672577,1459672945,office A
31807,SGoAs2,illuminance at SGoAs2,232,lux,2.4,13.55,0,04-03-2016 10:38,04-03-2016 10:42,38545,1459672688,1459672945,office A
31808,SGoAs1,illuminance at SGoAs1,195,lux,2.4,11.55,0,04-03-2016 10:38,04-03-2016 10:42,38545,1459672693,1459672945,office A
31809,SGoBs5,illuminance at SGoBs5,160,lux,2.4,4.05,0,04-03-2016 10:58,04-03-2016 11:02,39745,1459673916,1459674145,office B
31810,SGoBs4,illuminance at SGoBs4,204,lux,2.4,2.05,0,04-03-2016 11:00,04-03-2016 11:02,39745,1459674017,1459674145,office B
31811,SGoAs6,illuminance at SGoAs6,207,lux,2.4,9.05,1.45,04-03-2016 11:00,04-03-2016 11:02,39745,1459674013,1459674145,office A
31812,SGoAs5,illuminance at SGoAs5,222,lux,2.4,11.55,3.9,04-03-2016 10:58,04-03-2016 11:02,39745,1459673912,1459674145,office A
31813,SGoAs4,illuminance at SGoAs4,257,lux,2.4,13.55,3.9,04-03-2016 11:01,04-03-2016 11:02,39746,1459674068,1459674146,office A
31814,SGoAs3,illuminance at SGoAs3,290,lux,2.4,17.6,1.45,04-03-2016 11:00,04-03-2016 11:02,39746,1459674052,1459674146,office A
